university,agent_name,emails,logo_url,logo_path,details,source,last_updated
Goldsmiths University of London,Hong Kong AAS Education Room,"['enquiries@aas.com.hk', 'study@britishunited.net', 'enquiry@chamberlain-edu.com', 'hongkong@get.com.hk', 'info@education.com.hk', 'enquiry@linkedu.hk', 'nfo@studyin-uk.com', 'hongkong@studyin-uk.com']",,,"Hong Kong AAS Education Room 1708, 17/F, Grand Plaza Office Tower Two 625 Nathan Road Mong Kok, Hong Kong Email: enquiries@aas.com.hk Website: www.aas.com.hk Aston Education 5th Floor, Office Plus @ W",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"AAS Education Room 1708, 17/F,","['enquiries@aas.com.hk', 'study@britishunited.net', 'enquiry@chamberlain-edu.com', 'hongkong@get.com.hk', 'info@education.com.hk', 'enquiry@linkedu.hk', 'nfo@studyin-uk.com', 'hongkong@studyin-uk.com']",,,"AAS Education Room 1708, 17/F, Grand Plaza Office Tower Two 625 Nathan Road Mong Kok, Hong Kong Email: enquiries@aas.com.hk Website: www.aas.com.hk Aston Education 5th Floor, Office Plus @ Wanchai, 30",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,India 51Liucheng Liu Cheng International,"['hezuo@51liucheng.com', 'supportpune@bittrack.om', 'info@edroots.in', 'pratibha.eduabroad@gmail.com', 'exnetinternational@gmail.com', 'premnkapur@foreignstudy.co.in', 'info@crizac.com', 'chennai@geebeeworld.org', 'inquiry@globalcolliance.com', 'info@iaeglobal.net', 'delhi@educationoverseas.com', 'manoop@kcoverseas.com', 'talk.lets2012@gmail.com', 'tapplication02@meridean.org', 'info@educationlinkhouse.com', 'brmchn@santamonicaedu.in', 'delhi@studyin-uk.com', 'delhi.nehruplace@studyin-uk.com', 'ahmedabad@studyin-uk.com', 'amritsar@studyin-uk.com', 'bengaluru.jpnagar@studyin-uk.com', 'bengaluru@studyin-uk.com', 'bhubaneshwar@studyin-uk.com', 'chandigarh@studyin-uk.com', 'chennai@studyin-uk.com', 'coimbatore@studyin-uk.com', 'gurugram@studyin-uk.com', 'hyderabad@studyin-uk.com', 'indore@studyin-uk.com', 'jaipur@studyin-uk.com', 'kochi@studyin-uk.com', 'kolkata@studyin-uk.com', 'kozhikode@studyin-uk.com', 'lucknow@studyin-uk.com', 'ludhiana@studyin-uk.com', 'mumbai@studyin-uk.com', 'mumbai@studyin-uk.com', 'mumbai@studyin-uk.com', 'mysuru@studyin-uk.com', 'nagpur@studyin-uk.com', 'noida@studyin-uk.com', 'pune@studyin-uk.com', 'delhi.rajourigarden@studyin-uk.com', 'vadodara@studyin-uk.com', 'vijayawada@studyin-uk.com', 'info@combineco.com']",,,"India 51Liucheng Liu Cheng International Group Limited Room 2603-04, Zhaofeng Plaza, No. 1027, Changning Road, Changning District, Shanghai, 200050, China Email: hezuo@51liucheng.com Website: www.lcig",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Indonesia Educulture Network Indonesia Jl.,"['educulturesby@yahoo.co.uk', 'info@iaeglobal.net', 'jakarta@studyin-uk.com', 'jakarta@studyin-uk.com', 'surabaya@studyin-uk.com', 'info@suneducationgroup.com']",,,"Indonesia Educulture Network Indonesia Jl. Rungkut Asri Tengah XIII/6 Rungkut Kidul, Rungkut Surabaya 60293 Indonesia Email: educulturesby@yahoo.co.uk Website: www.educulturenetworkindonesia.com IAE 4",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Educulture Network Indonesia Jl. Rungkut,"['educulturesby@yahoo.co.uk', 'info@iaeglobal.net', 'jakarta@studyin-uk.com', 'jakarta@studyin-uk.com', 'surabaya@studyin-uk.com', 'info@suneducationgroup.com']",,,"Educulture Network Indonesia Jl. Rungkut Asri Tengah XIII/6 Rungkut Kidul, Rungkut Surabaya 60293 Indonesia Email: educulturesby@yahoo.co.uk Website: www.educulturenetworkindonesia.com IAE 4th Floor, ",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Ireland JT Education Limited Regus,[],,,"Ireland JT Education Limited Regus - Belfast City Centre, Cromac Street, Belfast, BT2 8LA Website: www.jteducation.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,JT Education Limited Regus -,[],,,"JT Education Limited Regus - Belfast City Centre, Cromac Street, Belfast, BT2 8LA Website: www.jteducation.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Italy SI-UK Via dell’architettura 8,['rome@studyin-uk.com'],,,Italy SI-UK Via dell’architettura 8 Rome 00144 Phone: +39 339706 6538 Email: rome@studyin-uk.com Website: www.studyin-uk.com,https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,SI-UK Via dell’architettura 8 Rome,['rome@studyin-uk.com'],,,SI-UK Via dell’architettura 8 Rome 00144 Phone: +39 339706 6538 Email: rome@studyin-uk.com Website: www.studyin-uk.com,https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Japan BEO Tokyo Okada Bldg.,"['study@beo.jp', 'study@beo.jp', 'info@andvision.net', 'info@iaeglobal.net', 'tokyo@ukeducation.jp', 'osaka@ukeducation.jp']",,,"Japan BEO Tokyo Okada Bldg. 4F, 1-19-8 Shibuya Shibuya-ku, Tokyo, Japan Nishitokyo, Tokyo, Japan 150-0002 Phone: +81 (0)3-6427-9605 Email: study@beo.jp Website: www.beo.jp Osaka Kyoei Building. 2F, Ro",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"BEO Tokyo Okada Bldg. 4F,","['study@beo.jp', 'study@beo.jp', 'info@andvision.net', 'info@iaeglobal.net', 'tokyo@ukeducation.jp', 'osaka@ukeducation.jp']",,,"BEO Tokyo Okada Bldg. 4F, 1-19-8 Shibuya Shibuya-ku, Tokyo, Japan Nishitokyo, Tokyo, Japan 150-0002 Phone: +81 (0)3-6427-9605 Email: study@beo.jp Website: www.beo.jp Osaka Kyoei Building. 2F, Room 210",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"Kazakhstan SI-UK Abay Avenue 130,",['almaty@studyin-uk.com'],,,"Kazakhstan SI-UK Abay Avenue 130, Almaty 050046 Email: almaty@studyin-uk.com Website: www.studyin-uk.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"SI-UK Abay Avenue 130, Almaty",['almaty@studyin-uk.com'],,,"SI-UK Abay Avenue 130, Almaty 050046 Email: almaty@studyin-uk.com Website: www.studyin-uk.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Kenya IDP Website: www.idp.com/global SI-UK,"['nairobi@studyin-uk.com', 'mombasa@studyin-uk.com']",,,"Kenya IDP Website: www.idp.com/global SI-UK Nairobi G-01, Madonna House, Westlands Road Westlands, Nairobi, Kenya Phone: +254 755688242/47/53 Email: nairobi@studyin-uk.com Website: www.studyin-uk.com ",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,IDP Website: www.idp.com/global SI-UK Nairobi,"['nairobi@studyin-uk.com', 'mombasa@studyin-uk.com']",,,"IDP Website: www.idp.com/global SI-UK Nairobi G-01, Madonna House, Westlands Road Westlands, Nairobi, Kenya Phone: +254 755688242/47/53 Email: nairobi@studyin-uk.com Website: www.studyin-uk.com Mombas",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"Kosovo SI-UK Sheshi Zahir Pajaziti,",['pristina@studyin-uk.com'],,,"Kosovo SI-UK Sheshi Zahir Pajaziti, Kati 1, Nr. 5 Pristina, Kosova Phone: +38348441246 Email: pristina@studyin-uk.com Website: www.studyin-uk.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"SI-UK Sheshi Zahir Pajaziti, Kati",['pristina@studyin-uk.com'],,,"SI-UK Sheshi Zahir Pajaziti, Kati 1, Nr. 5 Pristina, Kosova Phone: +38348441246 Email: pristina@studyin-uk.com Website: www.studyin-uk.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Laos SI-UK Iconic Building 2nd,['vientiane@studyin-uk.com'],,,"Laos SI-UK Iconic Building 2nd Floor, Phonxay Village, Saysettha District, Sikhottabong District, Vientiane Phone: +85620 59514229 WhatsApp: +85620 59829329 Email: vientiane@studyin-uk.com Website: ww",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"SI-UK Iconic Building 2nd Floor,",['vientiane@studyin-uk.com'],,,"SI-UK Iconic Building 2nd Floor, Phonxay Village, Saysettha District, Sikhottabong District, Vientiane Phone: +85620 59514229 WhatsApp: +85620 59829329 Email: vientiane@studyin-uk.com Website: www.stu",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"Lithuania Kalba Vytautas pr. 32,","['info@kalba.lt', 'admin@studyplan.lt']",,,"Lithuania Kalba Vytautas pr. 32, LT-44328 Kaunas Lithuania Phone: (8-610) 11009 Email: info@kalba.lt Website: https://kalba.lt/en/ Study Plan Helios city business and trade centre, Savanoriu avenue 1-",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"Kalba Vytautas pr. 32, LT-44328","['info@kalba.lt', 'admin@studyplan.lt']",,,"Kalba Vytautas pr. 32, LT-44328 Kaunas Lithuania Phone: (8-610) 11009 Email: info@kalba.lt Website: https://kalba.lt/en/ Study Plan Helios city business and trade centre, Savanoriu avenue 1-90, LT-031",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"Malaysia AUG Student Services 8,","['malaysia@augstudy.com', 'malaysia@studyin-uk.com', 'applications@taylors.edu.my', 'info@tedvisory.com']",,,"Malaysia AUG Student Services 8, Jalan SS15/8, Subang Jaya 47500 Selangor, Malaysia Phone: +60 3 5634 3767 Email: malaysia@augstudy.com Website: www.augstudy.com/malaysia IDP Website: www.idp.com/glob",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"AUG Student Services 8, Jalan","['malaysia@augstudy.com', 'malaysia@studyin-uk.com', 'applications@taylors.edu.my', 'info@tedvisory.com']",,,"AUG Student Services 8, Jalan SS15/8, Subang Jaya 47500 Selangor, Malaysia Phone: +60 3 5634 3767 Email: malaysia@augstudy.com Website: www.augstudy.com/malaysia IDP Website: www.idp.com/global Malays",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Mexico Anglo Latino Education Partnership,"['info@loveuk.com.mx', 'info@studyacrossthepond.com', 'mexico@studiesplanet.com']",,,"Mexico Anglo Latino Education Partnership ( ALEP ) Anillo Vial II Junipero Serra 2450 Valle de Juriquilla II CP 76230, Santiago de Querétaro, Mexico Phone: 442 260 9090 Website: www.anglolatinoedu.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Anglo Latino Education Partnership (,"['info@loveuk.com.mx', 'info@studyacrossthepond.com', 'mexico@studiesplanet.com']",,,"Anglo Latino Education Partnership ( ALEP ) Anillo Vial II Junipero Serra 2450 Valle de Juriquilla II CP 76230, Santiago de Querétaro, Mexico Phone: 442 260 9090 Website: www.anglolatinoedu.com Inova ",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Morocco Global Study UK Swan,"['app@globalstudyuk.com', 'casablanca@studyin-uk.com']",,,"Morocco Global Study UK Swan House, 17-19 Stratford Place, London, W1C 1BQ United Kingdom Phone: +4402074864762 Email: app@globalstudyuk.com Website: www.globalstudyuk.com SI-UK 207 Boulevard Zerktoun",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"Nepal IAE 4th Floor, Hamilton","['info@iaeglobal.net', 'kathmandu@studyin-uk.com', 'pokhara@studyin-uk.com', 'butwal@studyin-uk.com', 'chitwan@studyin-uk.com']",,,"Nepal IAE 4th Floor, Hamilton House, 13-18 Mabledon Place, London WC1H 9BB, United Kingdom Phone: +81 (0)3 6871 9422 Email: info@iaeglobal.net Website: www.iaeglobal.net IDP Website: www.idp.com/globa",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Nigeria IDP Website: www.idp.com/global SI-UK,"['lagos@studyin-uk.com', 'abuja@studyin-uk.com', 'portharcourt@studyin-uk.com', 'onitsha@studyin-uk.com']",,,"Nigeria IDP Website: www.idp.com/global SI-UK Lagos 2, Ahmed Onibudo Street Victoria Island, Lagos, Nigeria 28, Ilorin Street Off Adelabu Street, Surulere, Lagos Phone: +234 8104841013 Email: lagos@st",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,IDP Website: www.idp.com/global SI-UK Lagos,"['lagos@studyin-uk.com', 'abuja@studyin-uk.com', 'portharcourt@studyin-uk.com', 'onitsha@studyin-uk.com']",,,"IDP Website: www.idp.com/global SI-UK Lagos 2, Ahmed Onibudo Street Victoria Island, Lagos, Nigeria 28, Ilorin Street Off Adelabu Street, Surulere, Lagos Phone: +234 8104841013 Email: lagos@studyin-uk",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Oman Global Study UK Swan,['app@globalstudyuk.com'],,,"Oman Global Study UK Swan House, 17-19 Stratford Place, London, W1C 1BQ United Kingdom Phone: +4402074864762 Email: app@globalstudyuk.com Website: www.globalstudyuk.com IDP Website: www.idp.com/global",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Pakistan Education Resource Network (ERN),"['o.mirza@ern.com.pk', 'info@iaeglobal.net', 'karachi@studyin-uk.com', 'karachi@studyin-uk.com', 'islamabad@studyin-uk.com', 'islamabad@studyin-uk.com', 'faisalabad@studyin-uk.com', 'faisalabad@studyin-uk.com', 'lahore@studyin-uk.com', 'lahore@studyin-uk.com', 'rawalpindi@studyin-uk.com', 'peshawar@studyin-uk.com', 'multan@studyin-uk.com', 'sahiwal@studyin-uk.com', 'info@successfactor.org', 'uol@ukecpakistan.com']",,,"Pakistan Education Resource Network (ERN) Pakistan Office No. 12, 1st Floor, Block 8, Super Market F/6, Islamabad, Pakistan Phone: +92-51-2824754 Email: o.mirza@ern.com.pk Website: www.ern.com.pk IAE ",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Education Resource Network (ERN) Pakistan,"['o.mirza@ern.com.pk', 'info@iaeglobal.net', 'karachi@studyin-uk.com', 'karachi@studyin-uk.com', 'islamabad@studyin-uk.com', 'islamabad@studyin-uk.com', 'faisalabad@studyin-uk.com', 'faisalabad@studyin-uk.com', 'lahore@studyin-uk.com', 'lahore@studyin-uk.com', 'rawalpindi@studyin-uk.com', 'peshawar@studyin-uk.com', 'multan@studyin-uk.com', 'sahiwal@studyin-uk.com', 'info@successfactor.org', 'uol@ukecpakistan.com']",,,"Education Resource Network (ERN) Pakistan Office No. 12, 1st Floor, Block 8, Super Market F/6, Islamabad, Pakistan Phone: +92-51-2824754 Email: o.mirza@ern.com.pk Website: www.ern.com.pk IAE 4th Floor",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Peru Global Admission Center Victor,"['info@globaladmissioncenter.com', 'peru@studiesplanet.com']",,,"Peru Global Admission Center Victor Maurtua Street 131 office 703 San Isidro, Peru Phone : +51 936 300 989 Email: info@globaladmissioncenter.com Website: www.globaladmissioncenter.com Inova Education ",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Global Admission Center Victor Maurtua,"['info@globaladmissioncenter.com', 'peru@studiesplanet.com']",,,"Global Admission Center Victor Maurtua Street 131 office 703 San Isidro, Peru Phone : +51 936 300 989 Email: info@globaladmissioncenter.com Website: www.globaladmissioncenter.com Inova Education Whats",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"Poland Elab Nowogrodzka 68, 02-014","['info@elab.edu.pl', 'warsaw@studyin-uk.com']",,,"Poland Elab Nowogrodzka 68, 02-014 Warsaw, Poland Phone: +48 22 364 44 66 Email: info@elab.edu.pl Website: www.elabedu.eu SI-UK Widok Towers, al.Jerozolimskie 44, 11th Floor 00-024, Warszawa Phone: +4",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"Elab Nowogrodzka 68, 02-014 Warsaw,","['info@elab.edu.pl', 'warsaw@studyin-uk.com']",,,"Elab Nowogrodzka 68, 02-014 Warsaw, Poland Phone: +48 22 364 44 66 Email: info@elab.edu.pl Website: www.elabedu.eu SI-UK Widok Towers, al.Jerozolimskie 44, 11th Floor 00-024, Warszawa Phone: +48 730 7",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"Qatar SI-UK Office No 17,",['doha@studyin-uk.com'],,,"Qatar SI-UK Office No 17, 14th Floor, The Gate Mall, Tower 4, 63 Mayasoloun Street, P.O. Box 10805, West Bay, Doha, Qatar Phone: +974 5076 0041 Email: doha@studyin-uk.com Website: www.studyin-uk.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"SI-UK Office No 17, 14th",['doha@studyin-uk.com'],,,"SI-UK Office No 17, 14th Floor, The Gate Mall, Tower 4, 63 Mayasoloun Street, P.O. Box 10805, West Bay, Doha, Qatar Phone: +974 5076 0041 Email: doha@studyin-uk.com Website: www.studyin-uk.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Saudi Arabia IDP Website: www.idp.com/global,['riyadh@studyin-uk.com'],,,"Saudi Arabia IDP Website: www.idp.com/global SI-UK Uthman Ibn Affan Road, Al Izdihar District, Riyadh 12485, Saudi Arabia Phone: +966 55 165 8370 Email: riyadh@studyin-uk.com Website: www.studyin-uk.c",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,IDP Website: www.idp.com/global SI-UK Uthman,['riyadh@studyin-uk.com'],,,"IDP Website: www.idp.com/global SI-UK Uthman Ibn Affan Road, Al Izdihar District, Riyadh 12485, Saudi Arabia Phone: +966 55 165 8370 Email: riyadh@studyin-uk.com Website: www.studyin-uk.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Singapore IDP Website: www.idp.com/global JACK,"['info@studyabroad.sg', 'info@overseaseducation.sg', 'hello@therightu.com']",,,"Singapore IDP Website: www.idp.com/global JACK Study Abroad Singapore 08-02, Orchard Gateway@ Emerald, 218 Orchard Road, Singapore 238851 Phone: +65 67376734 Email: info@studyabroad.sg Website: www.St",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,IDP Website: www.idp.com/global JACK Study,"['info@studyabroad.sg', 'info@overseaseducation.sg', 'hello@therightu.com']",,,"IDP Website: www.idp.com/global JACK Study Abroad Singapore 08-02, Orchard Gateway@ Emerald, 218 Orchard Road, Singapore 238851 Phone: +65 67376734 Email: info@studyabroad.sg Website: www.StudyAbroad.",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,South Korea Creative Scholars (CSKorea),"['cs@cskedu.co.kr', 'es@dongsuhyuhak.com', 'kaju@kajucp.com', 'seoul@peopleloving.co.kr', 'uken@uken.kr']",,,"South Korea Creative Scholars (CSKorea) 584, Gangnam-daero, Gangnam-gu, Seoul, Republic of Korea 06043 Email: cs@cskedu.co.kr Website: www.cskedu.co.kr Dongsuh Education 201-ho, Jeongan Bldg, 1 4 Nonh",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"Creative Scholars (CSKorea) 584, Gangnam-daero,","['cs@cskedu.co.kr', 'es@dongsuhyuhak.com', 'kaju@kajucp.com', 'seoul@peopleloving.co.kr', 'uken@uken.kr']",,,"Creative Scholars (CSKorea) 584, Gangnam-daero, Gangnam-gu, Seoul, Republic of Korea 06043 Email: cs@cskedu.co.kr Website: www.cskedu.co.kr Dongsuh Education 201-ho, Jeongan Bldg, 1 4 Nonhyeon-ro 157-",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Sri Lanka IDP Website: www.idp.com/global,"['colombo@studyin-uk.com', 'jaffna@studyin-uk.com']",,,"Sri Lanka IDP Website: www.idp.com/global SI-UK Colombo 517-2/1, Second Floor, Mayfair House, Galle Road, Colombo 3, 00400, Colombo Phone: +94 74 043 4321 Email: colombo@studyin-uk.com Website: www.st",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,IDP Website: www.idp.com/global SI-UK Colombo,"['colombo@studyin-uk.com', 'jaffna@studyin-uk.com']",,,"IDP Website: www.idp.com/global SI-UK Colombo 517-2/1, Second Floor, Mayfair House, Galle Road, Colombo 3, 00400, Colombo Phone: +94 74 043 4321 Email: colombo@studyin-uk.com Website: www.studyin-uk.c",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"Taiwan IAE 4th Floor, Hamilton","['info@iaeglobal.net', 'service@oxbridge.com.tw', 'taipei@studyin-uk.com', 'twn@ukec.com', 'taichung@global-vec.com']",,,"Taiwan IAE 4th Floor, Hamilton House, 13-18 Mabledon Place, London WC1H 9BB, United Kingdom Phone: +81 (0)3 6871 9422 Email: info@iaeglobal.net Website: www.iaeglobal.net IDP Website: www.idp.com/glob",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Tanzania SI-UK Oilcom Petrol Station,['daressalaam@studyin-uk.com'],,,"Tanzania SI-UK Oilcom Petrol Station - Near Veta, Nyerere/Chang'ombe Road P.O.BOX 40163 Dar es Salaam Phone: +255 677 500 800 Email: daressalaam@studyin-uk.com Website: www.studyin-uk.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,SI-UK Oilcom Petrol Station -,['daressalaam@studyin-uk.com'],,,"SI-UK Oilcom Petrol Station - Near Veta, Nyerere/Chang'ombe Road P.O.BOX 40163 Dar es Salaam Phone: +255 677 500 800 Email: daressalaam@studyin-uk.com Website: www.studyin-uk.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Thailand Hands On Education Consultants,"['info@hands-on.co.th', 'info@hands-on.co.th', 'info@hands-on.co.th', 'info@hands-on.co.th', 'info@iaeglobal.net', 'nfo@studyin-uk.com', 'chiangmai@studyin-uk.com', 'smile@smilecampus.com', 'ask@win-ed.com']",,,"Thailand Hands On Education Consultants Silom 317 Kamol Sukosol Building, 15th Floor Silom, Bangkok, Thailand 10500 Phone: +66(0)2-635-5230 Email: info@hands-on.co.th Website: www.hands-on.co.th/en/ P",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Hands On Education Consultants Silom,"['info@hands-on.co.th', 'info@hands-on.co.th', 'info@hands-on.co.th', 'info@hands-on.co.th', 'info@iaeglobal.net', 'nfo@studyin-uk.com', 'chiangmai@studyin-uk.com', 'smile@smilecampus.com', 'ask@win-ed.com']",,,"Hands On Education Consultants Silom 317 Kamol Sukosol Building, 15th Floor Silom, Bangkok, Thailand 10500 Phone: +66(0)2-635-5230 Email: info@hands-on.co.th Website: www.hands-on.co.th/en/ Pinklao Ce",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Turkey Academix Study Abroad Services,"['turkeyank@britisheducation.com.tr', 'turkeyizm@britisheducation.com.tr', 'turkeyist@britisheducation.com.tr', 'istanbul@edukas.com.tr', 'istanbul@studyin-uk.com', 'ankara@studyin-uk.com', 'atasehir@studyin-uk.com', 'denizli@studyin-uk.com', 'izmir@studyin-uk.com']",,,"Turkey Academix Study Abroad Services Harbiye Mah. Cumhuriyet Cad. No:30 D:4 34367 Sisli/Istanbul Turkey Website : www.academix.com.tr British Education Bureau (BEB) Ankara Mahall Ankara, Mustafa Kema",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Academix Study Abroad Services Harbiye,"['turkeyank@britisheducation.com.tr', 'turkeyizm@britisheducation.com.tr', 'turkeyist@britisheducation.com.tr', 'istanbul@edukas.com.tr', 'istanbul@studyin-uk.com', 'ankara@studyin-uk.com', 'atasehir@studyin-uk.com', 'denizli@studyin-uk.com', 'izmir@studyin-uk.com']",,,"Academix Study Abroad Services Harbiye Mah. Cumhuriyet Cad. No:30 D:4 34367 Sisli/Istanbul Turkey Website : www.academix.com.tr British Education Bureau (BEB) Ankara Mahall Ankara, Mustafa Kemal Mahal",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,UAE Global Study UK Swan,"['app@globalstudyuk.com', 'ipcgulf@unidirection.com', 'dubai@iqeducationconsultants.com', 'dubai@studyin-uk.com']",,,"UAE Global Study UK Swan House, 17-19 Stratford Place, London, W1C 1BQ United Kingdom Phone: +4402074864762 Email: app@globalstudyuk.com Website: www.globalstudyuk.com IPC Dubai Block 13 Office No F-1",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,Uganda SI-UK 3rd Floor 211-213,['nfo@studyin-uk.com'],,,"Uganda SI-UK 3rd Floor 211-213 Regent Street, London W1B 4NF, United Kingdom Phone: 020-7287-7040 Email: i nfo@studyin-uk.com Website: www.studyin-uk.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,SI-UK 3rd Floor 211-213 Regent,['nfo@studyin-uk.com'],,,"SI-UK 3rd Floor 211-213 Regent Street, London W1B 4NF, United Kingdom Phone: 020-7287-7040 Email: i nfo@studyin-uk.com Website: www.studyin-uk.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"Ukraine Business Link Maidan Nezalezhnosti,",['edUK@businesslink.com.ua'],,,"Ukraine Business Link Maidan Nezalezhnosti, 2, Kyiv, 01001, Ukraine Phone: +(38044) 494 2080 Email: edUK@businesslink.com.ua Website: www.businesslink.com.ua Logos 7A Shovkovychna Street, Office 60, K",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"Business Link Maidan Nezalezhnosti, 2,",['edUK@businesslink.com.ua'],,,"Business Link Maidan Nezalezhnosti, 2, Kyiv, 01001, Ukraine Phone: +(38044) 494 2080 Email: edUK@businesslink.com.ua Website: www.businesslink.com.ua Logos 7A Shovkovychna Street, Office 60, Kyiv, 020",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,United Kingdom CEG (PP) 51-53,"['info@ceg-uk.com', 'app@globalstudyuk.com', 'info@iaeglobal.net', 'uk@jteducation.com', 'nfo@studyin-uk.com', 'info@studywithfm.com', 'admissions@ukec.com', 'edu@uvic.co.uk']",,,"United Kingdom CEG (PP) 51-53 Hills Road, Cambridge, CB2 1NT, United Kingdom Phone: 01223 346180 Email: info@ceg-uk.com Website: www.cambridgeeducationgroup.com Global Study UK Swan House, 17-19 Strat",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"CEG (PP) 51-53 Hills Road,","['info@ceg-uk.com', 'app@globalstudyuk.com', 'info@iaeglobal.net', 'uk@jteducation.com', 'nfo@studyin-uk.com', 'info@studywithfm.com', 'admissions@ukec.com', 'edu@uvic.co.uk']",,,"CEG (PP) 51-53 Hills Road, Cambridge, CB2 1NT, United Kingdom Phone: 01223 346180 Email: info@ceg-uk.com Website: www.cambridgeeducationgroup.com Global Study UK Swan House, 17-19 Stratford Place, Lon",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
Goldsmiths University of London,"Uzbekistan SI-UK 10/1, Afrosiyob Street,",['tashkent@studyin-uk.com'],,,"Uzbekistan SI-UK 10/1, Afrosiyob Street, Mirabad District Tashkent City, 100000, Uzbekistan Phone: +99897 170 00 66, +99894 003 03 66 Email: tashkent@studyin-uk.com Website: www.studyin-uk.com",https://www.gold.ac.uk/international/representatives/list/,2026-06-02
